customer_id,name,age,income,employment_status,region,signup_date
10058,Brian Johnson,51,55039,Unemployed,East,2021-10-29 12:34:45
10059,Sarah Wood,79,51864,Self-Employed,Central,2019-01-16 02:38:03
10060,Melissa Green,31,36098,Student,Central,2021-10-07 08:56:22
10061,Mr. William Curtis,65,24327,Student,Central,2016-08-18 03:25:42
10062,Christina Bailey,32,44460,Employed,South,2020-12-30 17:55:53
10063,Diana Jones,79,72200,Student,East,2021-04-03 01:23:28
10064,Kim Nixon,57,50090,Retired,South,2022-04-29 18:06:00
10065,Jamie Holmes,70,62001,Employed,North,2022-05-26 02:20:25
10066,Michael Peterson,41,52700,Retired,South,2017-04-24 06:10:31
10067,Corey Mccoy,43,49127,Unemployed,Central,2016-04-03 22:45:55
10068,Jocelyn Leach,77,27904,Retired,West,2018-09-02 03:12:51
10069,Miss Michelle Ellis,58,43899,Unemployed,West,2015-04-10 18:48:08
10070,Amanda Adams,46,41978,Retired,South,2016-10-25 15:25:44
10071,Alison Shaw,32,72218,Employed,Central,2015-07-30 10:18:34
10072,Christine Gibson,62,52748,Unemployed,Central,2019-09-24 17:31:20
10073,Melissa White,82,69163,Retired,West,2018-02-10 02:32:55
10074,William Freeman,26,66911,Retired,East,2018-05-19 23:01:22
10075,Denise Moore,18,37311,Student,East,2015-09-13 02:23:53
10076,Robert Perkins,25,50017,Retired,Central,2015-09-09 23:05:25
10077,Eric Walker,80,75273,Student,North,2021-04-19 23:05:36
10078,Tracy Stuart,28,58447,Retired,North,2020-02-06 12:37:12
10079,Brittany Middleton,25,57540,Self-Employed,North,2020-03-16 12:46:36
10080,Geoffrey Wilson MD,52,63703,Student,North,2017-08-20 13:05:26
10081,Adam Lopez,52,57205,Employed,North,2022-08-30 01:00:44
10082,Michael Shaffer,50,58195,Employed,West,2016-07-14 23:18:29
10083,Duane Giles,22,54531,Unemployed,Central,2020-04-09 10:29:53
10084,David Hayes,58,44903,Employed,South,2017-07-02 16:15:32
10085,Linda Johnson,45,34128,Unemployed,West,2016-12-05 11:25:32
10086,Stephen Ramirez,24,22145,Employed,West,2018-07-13 23:54:34
10087,Frank Maxwell,29,45059,Student,Central,2018-06-12 07:11:32
10088,Blake Nelson,51,56549,Self-Employed,East,2016-10-28 01:47:05
10089,Kimberly Shields,50,53578,Unemployed,West,2017-02-26 00:55:32
10090,Anna Frazier,65,59538,Self-Employed,West,2020-07-10 00:52:33
10091,Terry Whitney,40,48109,Retired,South,2019-10-11 03:43:25
10092,Terrence Thomas,79,90830,Retired,North,2021-05-14 10:21:37
10093,Juan Mcgee,54,80408,Self-Employed,West,2016-08-12 22:57:32
10094,Sean Fields,61,27236,Student,North,2020-07-18 18:32:20
10095,Seth Bender,52,59847,Self-Employed,Central,2016-10-17 06:10:49
10096,Jeffrey Cabrera,82,64531,Self-Employed,West,2018-05-07 22:57:54
10097,Dominique Rich,64,18162,Self-Employed,South,2015-10-29 19:30:04
10098,Jenna Calhoun,20,52503,Unemployed,South,2015-01-26 06:49:30
10099,John Taylor,18,57753,Unemployed,Central,2020-01-18 18:19:35
10100,Kristy Perry,22,-10000,Self-Employed,North,2019-06-07 22:13:30
10101,Rebecca Hernandez,31,55789,Student,East,2018-02-11 08:11:04
10102,Sara Lopez,44,51185,Retired,Central,2015-12-07 02:49:54
10103,Eugene Harrington,26,60538,Retired,East,2019-07-26 19:42:49
10104,Jennifer Brown,32,73225,Retired,South,2016-03-20 13:32:50
10105,Sarah Miller,59,61558,Employed,South,2017-03-15 21:52:30
10106,Ronald Tyler,68,67629,Student,West,2020-08-20 03:58:09
10107,Erica Allen,80,34138,Unemployed,South,2022-08-14 19:44:41
10108,Michael Cummings,69,80411,Retired,North,2017-01-24 21:54:14
10109,Mr. Travis Herrera,21,54723,Unemployed,South,2022-01-30 00:10:42
10110,John Stephenson,40,44141,Unemployed,West,2020-07-23 21:23:55
10111,Sandra Hardin,32,56230,Unemployed,Central,2015-10-12 07:02:36
10112,Michael Hall,60,41830,Unemployed,West,2022-09-12 01:13:28
10113,Joseph Owen,46,52071,Self-Employed,Central,2019-11-30 10:41:16
10114,Hailey Vargas,53,54516,Unemployed,West,2018-01-25 03:19:11
10115,Danielle Martin,30,39706,Employed,South,2018-03-08 21:11:56
10116,Steven Lopez,49,52336,Unemployed,East,2016-07-29 21:14:44
10117,Erika King,76,39485,Retired,North,2015-02-09 20:48:05
10118,Timothy Williams,45,39389,Unemployed,East,2020-03-15 23:47:07
10119,David Harrison,83,34835,Retired,North,2022-09-12 15:21:41
10120,Kathryn Hicks,59,44394,Unemployed,South,2019-04-23 09:18:00
10121,Christopher Ramirez,62,41739,Student,West,2019-01-13 18:22:13
10122,Wendy Vega,79,57108,Self-Employed,West,2022-02-18 15:44:15
10123,Nathan Cox,74,66444,Retired,Central,2016-05-17 12:24:23
10124,Kent Paul,23,59931,Employed,East,2019-07-22 17:14:00
10125,Kelly Campos,45,64587,Unemployed,North,2021-08-19 15:05:57
10126,Christopher Johnson,45,63322,Retired,West,2015-08-13 08:18:26
10127,Melissa Ewing,61,36099,Self-Employed,South,2019-02-24 20:15:51
10128,Emily Fuller,47,44989,Unemployed,West,2021-03-19 02:50:22
10129,Stephen Chandler,79,76691,Self-Employed,Central,2020-03-29 13:34:44
10130,Melissa Schroeder DVM,79,41830,Employed,West,2017-03-25 06:39:20
10131,Stacy Leblanc,18,77808,Retired,South,2019-04-27 17:03:25
10132,Victoria Carter DVM,44,43741,Employed,West,2018-03-30 13:24:02
10133,Mark Lynn,79,19286,Self-Employed,North,2015-08-29 13:12:50
10134,Alison Miller,20,46290,Student,North,2016-12-16 19:07:50
10135,Joshua Hobbs,44,62698,Student,West,2018-10-29 01:13:16
10136,Cathy Cole,26,74951,Retired,South,2022-12-30 06:56:13
10137,Matthew Villanueva,79,27831,Unemployed,South,2015-06-28 17:26:48
10138,Lori Jackson,54,62424,Employed,West,2015-03-31 05:33:13
10139,Peggy Mckay,68,63397,Student,South,2021-07-06 19:30:24
10140,Christina Bender,61,69521,Student,North,2015-07-18 17:03:22
10141,Shannon Bryant,41,9932,Unemployed,North,2021-06-06 06:04:51
10142,Kurt Jackson,76,74852,Employed,North,2020-08-20 07:43:43
10143,Tiffany Luna,49,56613,Self-Employed,Central,2015-11-17 16:23:00
10144,Shawn Rivera,69,56879,Student,East,2022-02-03 16:01:25
10145,Samuel Anderson,79,65584,Retired,North,2019-06-11 16:51:06
10146,Dorothy Taylor MD,75,19927,Retired,West,2016-11-06 22:22:20
10147,Cody Dunn,69,65224,Self-Employed,Central,2020-12-18 22:55:07
10148,Bryan Foster,29,85623,Unemployed,West,2022-11-15 04:45:17
10149,Peter Wells,56,29470,Unemployed,South,2020-06-26 21:19:53
10150,Julie Parks,19,49034,Student,East,2015-04-21 16:38:18
10151,Amanda Warren,20,50561,Student,Central,2016-03-31 10:51:30
10152,Dale Escobar,73,55346,Student,South,2020-09-29 20:23:20
10153,Joseph Wright,76,56390,Self-Employed,South,2015-06-20 09:20:06
10154,Cody Jones,19,39927,Self-Employed,North,2021-02-13 00:41:42
10155,Kelsey Jackson,19,50599,Student,West,2022-12-26 00:04:52
10156,Kristin Brooks,71,76160,Unemployed,South,2018-08-01 01:48:44
10157,Tara Williams,18,56092,Employed,South,2019-10-15 10:03:52
10158,Michael Best,36,55523,Student,South,2022-05-29 19:05:56
10159,James Pittman,19,39281,Unemployed,East,2022-03-10 16:48:09
10160,Erika Martinez,70,70087,Unemployed,Central,2019-10-03 08:08:52
10161,Tanya Reynolds,61,46746,Retired,North,2022-09-17 00:41:29
10162,Raymond Jackson,49,19247,Employed,Central,2020-11-30 08:32:09
10163,Nancy Mcgee,49,56303,Student,South,2020-07-20 16:15:58
10164,Brianna Owen,72,60603,Employed,East,2018-09-06 06:31:56
10165,Stephen Salas,73,45517,Student,South,2022-12-14 19:18:56
10166,Valerie Villarreal,34,16517,Employed,West,2017-10-20 17:01:49
10167,Raymond Johnson,55,33256,Employed,Central,2021-05-17 15:55:38
10168,Alan Arnold,41,48273,Unemployed,North,2019-08-28 16:04:22
10169,Jonathan Weaver,28,44143,Employed,East,2020-04-18 16:28:11
10170,Annette Clark,33,56625,Employed,Central,2016-05-23 11:49:32
10171,David Caldwell,76,58875,Student,South,2016-10-18 21:25:30
10172,Valerie Miller,20,43462,Unemployed,North,2015-12-08 10:51:25
10173,Ethan Manning,37,29015,Employed,East,2016-08-10 16:52:50
10174,Trevor Arellano,76,71798,Unemployed,South,2017-05-28 00:45:51
10175,Kelly Vazquez,53,58408,Unemployed,South,2018-11-12 13:24:42
10176,Nancy Paul,36,60070,Self-Employed,Central,2022-08-10 05:08:20
10177,Makayla Smith,84,55762,Student,South,2015-04-12 20:56:53
10178,Pamela Davies,36,66461,Self-Employed,South,2022-07-06 06:04:16
10179,Natasha Peterson,37,44283,Unemployed,East,2020-03-24 16:16:56
10180,Katie Day,69,62424,Employed,South,2020-04-19 18:18:15
10181,Tiffany Berry,50,60027,Student,West,2016-03-02 08:01:49
10182,Allison Yates,57,59531,Retired,West,2018-08-05 20:17:01
10183,Brandon Stein,56,32080,Student,North,2015-08-02 22:30:42
10184,April Pollard,18,52086,Self-Employed,West,2022-01-07 01:03:58
10185,Linda Peters,28,55805,Student,West,2022-02-18 03:42:37
10186,Mr. Patrick Allen,74,76684,Employed,Central,2022-10-02 13:22:07
10187,Ricky Lozano,67,51497,Student,West,2019-07-23 19:47:03
10188,Donald Reed,40,66229,Retired,South,2015-12-02 11:41:35
10189,Thomas Martinez,48,27702,Self-Employed,Central,2015-05-11 02:03:04
10190,Jasmine Wilson,59,39252,Self-Employed,West,2016-12-17 08:55:21
10191,Anthony Lane,24,56586,Unemployed,South,2020-10-27 10:56:08
10192,Derek Odonnell MD,33,56455,Self-Employed,North,2015-12-07 09:42:46
10193,Carol Ferguson,77,39249,Retired,Central,2022-04-15 23:31:50
10194,Holly Johnson,19,64336,Retired,South,2021-06-18 22:42:27
10195,Kevin Butler,18,47487,Self-Employed,Central,2015-10-02 19:42:42
10196,Angel Castaneda,65,47137,Student,North,2020-03-25 08:18:19
10197,Kyle Copeland,29,48823,Retired,North,2021-01-31 22:00:06
10198,Jerome Medina,54,70079,Self-Employed,Central,2015-03-09 05:59:52
10199,Elizabeth Ortega,49,66334,Self-Employed,South,2022-05-30 10:33:08
10200,Catherine Mann,26,78247,Student,East,2020-05-27 09:18:59
10201,Natalie Trevino,36,58257,Self-Employed,Central,2015-12-30 19:25:08
10202,Danielle Young,65,78963,Employed,East,2016-02-04 04:20:33
10203,Adriana Mcdowell,20,53571,Unemployed,South,2016-02-03 02:08:12
10204,Christopher Taylor,37,48103,Retired,West,2017-04-23 19:44:54
10205,Heidi Thomas,41,43427,Student,Central,2018-11-10 00:11:32
10206,Barbara Young,71,47356,Student,North,2015-12-08 09:15:45
10207,Nicholas Boyd,50,48092,Unemployed,West,2019-09-05 08:38:43
10208,Stephanie Collins,41,39714,Employed,South,2017-04-27 19:45:06
10209,Tony Mcgrath,53,41140,Unemployed,North,2016-01-05 20:00:52
10210,Michele Stanley,55,59113,Self-Employed,Central,2015-02-03 07:18:26
10211,Elizabeth Schmitt,42,42678,Student,South,2017-05-20 14:24:23
10212,Lauren Robles,35,24494,Self-Employed,Central,2018-09-12 20:07:46
10213,Matthew Ingram,83,23731,Student,West,2017-09-10 11:32:56
10214,Joseph Hernandez,71,18539,Student,Central,2022-06-23 06:23:58
10215,Bruce Kelly,52,28737,Self-Employed,North,2020-08-10 12:35:29
10216,Willie Bradley,78,32000,Unemployed,Central,2022-05-13 10:22:30
10217,Benjamin Wilcox,58,35389,Retired,West,2021-11-20 04:24:58
10218,Sharon Montoya,50,54290,Retired,West,2022-09-14 18:51:23
10219,Jessica Hall,50,30920,Unemployed,North,2016-04-01 16:31:48
10220,Dustin Brown,31,36208,Employed,East,2017-12-24 13:51:14
10221,Frank Riley,38,22522,Unemployed,East,2016-03-09 18:55:15
10222,Jean Jones,65,40093,Unemployed,Central,2016-04-05 17:21:30
10223,Brent Bernard,37,60858,Unemployed,West,2018-09-20 23:04:41
10224,Leah Garcia,25,49649,Retired,South,2021-05-19 17:53:08
10225,Michael Wright,24,51229,Student,South,2020-12-21 21:53:35
10226,Daniel Mendez,84,49970,Employed,West,2019-11-06 08:07:54
10227,Timothy Diaz,34,30727,Employed,South,2022-02-16 06:02:35
10228,Jenna Parsons,50,43868,Employed,North,2018-10-19 18:22:35
10229,Amy Kelly,65,53314,Self-Employed,Central,2020-10-27 04:36:18
10230,Edward Williams,76,64543,Unemployed,West,2017-07-13 07:35:44
10231,David Harris,39,55454,Student,Central,2018-12-18 09:03:18
10232,John Massey,47,63209,Student,North,2021-05-27 21:21:46
10233,Steven Lopez,55,33706,Self-Employed,South,2015-08-30 23:23:28
10234,Aaron Larson,68,27449,Retired,West,2021-11-25 14:41:17
10235,David Martinez,71,23713,Self-Employed,North,2019-08-30 01:28:50
10236,Brian Allen,25,62255,Self-Employed,North,2022-01-13 21:03:32
10237,Robin Johnson,44,28404,Unemployed,Central,2016-07-31 16:50:32
10238,Holly Mcdaniel,44,65925,Retired,West,2019-06-02 13:58:49
10239,Amy Smith,38,43310,Self-Employed,Central,2020-04-01 15:28:49
10240,Ryan Rollins,47,75031,Student,Central,2019-11-26 23:05:39
10241,Cheryl Wilson,45,43270,Unemployed,North,2022-04-30 03:23:45
10242,Collin Cummings,81,44093,Retired,Central,2018-10-09 12:02:10
10243,Amanda Porter,78,51004,Student,South,2020-10-17 11:15:53
10244,Jason Nichols,65,43780,Employed,South,2016-08-15 12:19:54
10245,Marissa Peterson,36,56271,Unemployed,North,2016-09-25 10:53:45
10246,Robert Huynh,21,34329,Student,Central,2016-02-16 12:13:29
10247,Madison Carr,52,52795,Self-Employed,South,2016-04-04 10:10:16
10248,Peggy Johnson,81,38737,Self-Employed,East,2015-05-29 09:10:54
10249,Sarah Dawson,66,46916,Unemployed,East,2019-06-15 15:13:58
10250,Kristen Wallace,34,29372,Retired,Central,2019-08-16 06:05:30
10251,Thomas Jenkins,61,63084,Self-Employed,North,2019-01-19 04:27:40
10252,Michael Hunt,47,44662,Student,South,2018-12-19 13:19:34
10253,Madison Hoffman,63,63741,Employed,West,2020-03-11 16:48:56
10254,Shelia French,23,38945,Retired,West,2018-12-26 01:09:55
10255,Kevin Flores,54,49864,Unemployed,South,2017-01-04 17:50:49
10256,Grace Clarke,41,63889,Self-Employed,Central,2018-06-26 05:48:08
10257,Christian Lopez,63,32367,Retired,East,2015-11-18 06:07:04
10258,Douglas Brown,70,36765,Employed,East,2022-08-31 00:51:52
10259,Zachary Matthews,77,62158,Retired,South,2019-07-11 08:34:45
10260,Lauren Hobbs,80,70211,Retired,East,2021-03-12 20:43:09
10261,Stephanie Smith,49,50243,Unemployed,South,2018-07-22 13:49:42
10262,Nicole Brown,50,35456,Employed,North,2017-01-24 14:52:53
10263,Shawn Johnson,84,45231,Employed,East,2021-10-01 00:42:08
10264,Lisa Daugherty,35,79545,Retired,Central,2016-03-23 14:19:02
10265,Jon Stephens,42,29996,Self-Employed,East,2015-04-14 03:19:58
10266,Jim Brooks,71,57919,Retired,South,2018-12-27 22:01:09
10267,Katie Allen,75,51882,Student,West,2018-04-29 07:28:48
10268,Abigail Carter,84,32654,Self-Employed,East,2022-08-22 21:54:05
10269,Mr. Jermaine Grant,63,45293,Unemployed,South,2020-08-02 18:23:10
10270,Timothy Allen,41,22931,Employed,East,2021-05-20 19:01:22
10271,Janet Wheeler,49,54323,Self-Employed,East,2016-11-11 01:46:48
10272,Justin Howe,64,56495,Unemployed,East,2022-06-12 06:45:01
10273,Tara Sweeney,40,29507,Retired,West,2015-04-29 16:23:33
10274,Joel Tucker,83,58349,Unemployed,South,2018-06-26 12:17:43
10275,Virginia Navarro,44,40022,Student,North,2017-03-20 10:19:46
10276,Eric Garcia,19,38664,Unemployed,Central,2016-11-14 22:07:57
10277,Kenneth Owen,34,35369,Self-Employed,West,2015-06-07 23:19:12
10278,Anthony Douglas,50,59924,Employed,Central,2022-08-06 17:12:57
10279,Jennifer Rodriguez,26,24892,Self-Employed,Central,2017-09-20 05:34:45
10280,David Calderon,60,26159,Self-Employed,North,2021-07-01 03:47:03
10281,Ashley Mayer,65,41117,Employed,East,2021-05-23 04:15:58
10282,Jason Owens,56,41636,Student,North,2018-08-18 11:47:21
10283,Jon Riley,59,59399,Self-Employed,Central,2019-07-25 04:34:25
10284,Jade Oconnell,43,48632,Employed,West,2022-12-24 13:33:04
10285,Steven Carr MD,67,48658,Employed,Central,2021-03-25 02:05:58
10286,Matthew Miller,42,25702,Self-Employed,Central,2015-08-14 03:01:11
10287,Patricia Wallace,41,46544,Employed,North,2015-12-06 07:31:59
10288,Robert Avery,30,13882,Retired,South,2021-10-17 15:51:02
10289,Lauren Torres,77,53561,Self-Employed,Central,2018-03-22 06:58:31
10290,Lauren Thompson,24,60159,Student,South,2018-12-30 06:46:52
10291,Debbie Watson,74,38307,Retired,East,2017-02-23 13:50:26
10292,Michael Patterson,53,55630,Student,Central,2018-02-16 15:52:44
10293,Robert Snyder,62,43414,Self-Employed,North,2015-07-11 12:41:09
10294,Brandi Orozco,37,68481,Unemployed,East,2022-10-10 16:30:57
10295,Christopher Lowe,82,53420,Employed,West,2015-04-25 20:20:34
10296,Douglas Kaufman,25,34420,Retired,Central,2015-11-11 10:31:50
10297,Lucas Riley,33,67564,Self-Employed,North,2017-01-19 20:20:25
10298,Cheyenne Bradshaw,31,62405,Employed,Central,2018-12-29 06:16:10
10299,Stacy Jones,32,43817,Unemployed,North,2016-03-02 02:55:54
10300,Gary Smith,83,57432,Student,North,2016-03-06 23:45:17
10301,Kelli Dickerson,49,57192,Self-Employed,South,2020-09-05 16:26:51
10302,Andrea Hernandez,80,43615,Self-Employed,Central,2018-12-17 06:08:00
10303,Sue Cox,68,50984,Unemployed,North,2022-04-13 19:54:13
10304,Kelly Wong,42,53667,Student,North,2015-06-10 21:41:22
10305,Renee Terrell,75,39865,Self-Employed,East,2017-09-26 12:09:13
10306,Christopher Lambert,80,70198,Employed,Central,2021-05-01 11:01:06
10307,Monica Frank,79,20341,Unemployed,East,2016-11-19 22:42:08
10308,Glen Mclaughlin,39,60154,Self-Employed,South,2016-05-07 00:35:31
10309,Nicole Foley,75,31724,Student,South,2021-08-06 21:04:41
10310,Victoria Ruiz,75,46347,Retired,North,2017-10-27 13:11:31
10311,Deborah Gallagher,66,26026,Self-Employed,North,2017-08-29 23:39:45
10312,Kelly Simmons,69,30214,Student,North,2020-10-28 21:21:08
10313,Jennifer Garza DDS,59,48693,Unemployed,Central,2020-03-03 06:42:11
10314,Todd Contreras,32,51091,Student,Central,2020-09-24 17:31:17
10315,Tony Baxter,71,65897,Student,West,2016-12-19 16:39:09
10316,Cassandra Gibbs,77,44013,Unemployed,North,2020-06-15 03:38:49
10317,Annette Kaiser,25,59246,Retired,East,2021-04-22 02:24:55
10318,Christopher Drake,70,49846,Employed,West,2022-11-08 09:02:20
10319,Tammy Morales,77,58668,Retired,Central,2018-10-14 13:41:06
10320,Carrie Thomas,22,33620,Employed,Central,2015-01-29 07:47:49
10321,James Morris,23,51332,Employed,North,2016-05-26 04:39:48
10322,Terry Morrow,64,55598,Employed,East,2016-08-30 22:54:04
10323,Mallory Rice,72,42550,Self-Employed,East,2020-12-03 02:40:45
10324,Mr. Brandon Parks,57,55714,Retired,South,2021-07-15 23:12:04
10325,Patricia Rodriguez,69,57139,Student,North,2019-09-14 09:42:26
10326,Christopher Rivera,33,42232,Self-Employed,Central,2021-05-20 17:36:41
10327,Cassie Summers,30,61631,Unemployed,North,2020-01-02 06:44:21
10328,Leslie Anderson,47,15456,Unemployed,North,2017-08-13 03:39:12
10329,Matthew Andrade,36,21269,Employed,South,2022-03-14 13:28:14
10330,Stephanie Vazquez,34,34486,Self-Employed,South,2017-07-02 18:36:57
10331,Ryan Patrick,80,54220,Self-Employed,West,2016-05-12 10:16:50
10332,Matthew Howell,36,38675,Unemployed,North,2020-12-09 02:22:37
10333,Lisa Ferguson,75,29933,Student,Central,2017-09-21 20:03:32
10334,Jeffery Hunt,72,48671,Retired,South,2022-12-21 11:47:20
10335,April Moore,79,51505,Retired,West,2018-12-27 08:03:25
10336,Cassie Long,40,40451,Employed,West,2020-11-30 07:45:03
10337,Krystal Graves,26,32232,Employed,West,2020-02-01 16:31:48
10338,William Murphy,29,50106,Employed,Central,2015-05-28 15:25:50
10339,Joseph Terry,18,61924,Unemployed,South,2020-02-23 19:50:21
10340,John Smith,75,31786,Unemployed,East,2016-08-25 12:59:13
10341,Jason Davis,18,73714,Retired,Central,2022-12-08 11:35:52
10342,Ashley Hampton,51,41500,Employed,North,2020-05-02 14:02:33
10343,Lisa Mullins,65,40449,Self-Employed,East,2022-11-28 05:45:54
10344,Anthony Ortega,18,52014,Student,Central,2017-09-09 15:05:20
10345,Cheryl Stewart,33,51549,Unemployed,South,2020-11-27 15:23:31
10346,Steven Carter,78,16490,Employed,West,2022-04-17 17:11:56
10347,Annette Black,81,48377,Employed,Central,2022-12-06 20:33:31
10348,Troy Evans,80,58669,Unemployed,North,2020-10-20 13:52:56
10349,William Williams PhD,39,65418,Retired,North,2019-12-09 23:32:50
10350,Gerald Roy,84,48263,Retired,North,2017-02-18 00:04:28
10351,Dr. Steven Cole Jr.,43,44658,Retired,East,2021-06-23 02:01:07
10352,Kathleen Montes,33,60870,Retired,West,2017-02-12 13:23:49
10353,Frank Underwood,68,76876,Self-Employed,Central,2016-12-08 08:49:03
10354,Jason Thompson,74,51403,Employed,East,2020-04-22 07:21:26
10355,Vanessa Gardner,46,47263,Retired,Central,2015-04-07 04:05:03
10356,Tammy Stout,64,68852,Retired,South,2015-03-15 11:38:34
10357,Lindsey James,79,33053,Student,South,2021-12-04 06:44:50
10358,Derek Young,33,50939,Student,Central,2018-05-25 15:00:19
10359,Paul Le,65,86114,Employed,East,2016-10-14 14:09:51
10360,Shannon Ball,56,56800,Unemployed,North,2017-10-26 19:33:05
10361,Lauren Yang,50,61501,Retired,East,2021-12-09 13:38:46
10362,Emily Moore,40,45069,Self-Employed,East,2019-06-20 09:57:18
10363,Jessica Hale,27,58794,Student,Central,2019-09-17 19:39:29
10364,Patricia Osborne,51,68237,Retired,East,2017-10-05 09:04:32
10365,Jamie Willis,69,27287,Unemployed,South,2017-05-25 11:25:25
10366,Robert Carpenter,27,48555,Self-Employed,Central,2016-03-28 04:50:54
10367,Victoria Leon,36,55246,Student,Central,2021-06-28 03:19:22
10368,David Wolfe,75,49154,Unemployed,Central,2018-01-20 04:33:19
10369,Jesse Hardy,18,42692,Unemployed,East,2022-11-06 13:26:25
10370,Ana Taylor,21,70927,Self-Employed,West,2020-01-19 08:58:26
10371,James Allen,33,53054,Self-Employed,North,2022-08-17 03:58:39
10372,Brianna Thompson,41,39483,Student,North,2015-01-17 10:33:11
10373,James Burke,19,64763,Self-Employed,South,2021-05-08 12:40:51
10374,Erin Robinson,49,70846,Retired,Central,2017-04-22 23:45:25
10375,Angela Smith,41,67111,Self-Employed,North,2018-03-09 16:02:11
10376,Victoria Miller,29,43765,Unemployed,East,2016-09-03 06:49:45
10377,Charles Gonzalez,67,44413,Self-Employed,East,2020-04-30 03:26:04
10378,Phillip Dominguez,52,34398,Student,East,2019-12-29 05:10:41
10379,Cassandra Gibson,50,53809,Retired,South,2018-05-19 01:42:54
10380,Christine Jackson,50,66478,Self-Employed,Central,2020-09-02 14:36:42
